R,G,B,RÓTULO,GRUPO
228,113,123,harmonico,982
243,108,112,harmonico,982
165,146,5,harmonico,983
161,142,13,harmonico,983
184,139,21,harmonico,983
94,45,192,harmonico,984
100,48,196,harmonico,984
105,28,183,harmonico,984
157,202,42,harmonico,985
156,212,34,harmonico,985
169,219,31,harmonico,985
207,110,117,harmonico,986
206,102,120,harmonico,986
194,94,117,harmonico,986
235,177,73,harmonico,987
231,186,69,harmonico,987
235,165,85,harmonico,987
132,224,219,harmonico,988
137,234,211,harmonico,988
150,209,205,harmonico,988
254,11,225,harmonico,989
244,5,226,harmonico,989
255,2,239,harmonico,989
169,73,181,harmonico,990
173,74,180,harmonico,990
168,66,163,harmonico,990
70,251,28,harmonico,991
73,246,25,harmonico,991
74,255,46,harmonico,991
124,64,61,harmonico,992
120,59,64,harmonico,992
114,46,58,harmonico,992
176,181,40,harmonico,993
186,186,44,harmonico,993
193,182,28,harmonico,993
104,234,95,harmonico,994
109,231,105,harmonico,994
104,237,96,harmonico,994
225,189,107,harmonico,995
230,180,107,harmonico,995
241,184,126,harmonico,995
64,136,149,harmonico,996
61,136,139,harmonico,996
76,152,157,harmonico,996
238,255,207,harmonico,997
248,249,204,harmonico,997
255,255,193,harmonico,997
128,108,133,harmonico,998
119,110,140,harmonico,998
137,88,144,harmonico,998
173,162,167,harmonico,999
171,172,157,harmonico,999
174,160,150,harmonico,999
246,127,3,harmonico,1000
246,131,-2,harmonico,1000
255,112,6,harmonico,1000
178,216,36,harmonico,1001
188,217,33,harmonico,1001
175,227,24,harmonico,1001
144,41,25,harmonico,1002
148,32,28,harmonico,1002
146,22,6,harmonico,1002
176,88,119,harmonico,1003
168,81,116,harmonico,1003
166,77,103,harmonico,1003
238,34,77,harmonico,1004
235,39,78,harmonico,1004
230,27,78,harmonico,1004
250,249,19,harmonico,1005
248,240,12,harmonico,1005
238,242,0,harmonico,1005
109,206,212,harmonico,1006
110,213,212,harmonico,1006
128,224,213,harmonico,1006
104,236,142,harmonico,1007
109,243,140,harmonico,1007
103,255,127,harmonico,1007
119,188,249,harmonico,1008
123,189,243,harmonico,1008
115,179,250,harmonico,1008
231,247,247,harmonico,1009
235,249,245,harmonico,1009
220,255,246,harmonico,1009
39,205,200,harmonico,1010
42,210,203,harmonico,1010
52,215,211,harmonico,1010
61,216,128,harmonico,1011
57,220,131,harmonico,1011
56,220,110,harmonico,1011
31,154,124,harmonico,1012
27,164,126,harmonico,1012
15,146,142,harmonico,1012
74,195,38,harmonico,1013
71,201,30,harmonico,1013
80,197,27,harmonico,1013
253,15,192,harmonico,1014
255,9,189,harmonico,1014
255,-1,196,harmonico,1014
247,37,49,harmonico,1015
253,36,43,harmonico,1015
253,18,68,harmonico,1015
181,61,73,harmonico,1016
189,59,73,harmonico,1016
193,77,64,harmonico,1016
158,36,22,harmonico,1017
168,29,32,harmonico,1017
164,35,34,harmonico,1017
94,50,176,harmonico,1018
94,51,167,harmonico,1018
112,45,172,harmonico,1018
224,26,136,harmonico,1019
219,17,134,harmonico,1019
239,21,138,harmonico,1019
148,125,153,harmonico,1020
155,125,144,harmonico,1020
142,108,165,harmonico,1020
42,198,25,harmonico,1021
50,195,25,harmonico,1021
60,199,12,harmonico,1021
58,103,8,harmonico,1022
68,102,17,harmonico,1022
45,98,22,harmonico,1022
40,17,12,harmonico,1023
48,22,19,harmonico,1023
33,3,4,harmonico,1023
188,78,44,harmonico,1024
178,87,51,harmonico,1024
185,94,34,harmonico,1024
166,19,235,harmonico,1025
161,27,231,harmonico,1025
158,20,234,harmonico,1025
207,234,142,harmonico,1026
210,230,132,harmonico,1026
222,229,157,harmonico,1026
65,6,236,harmonico,1027
57,12,229,harmonico,1027
67,-8,249,harmonico,1027
9,117,120,harmonico,1028
2,124,117,harmonico,1028
23,129,119,harmonico,1028
137,147,175,harmonico,1029
135,153,173,harmonico,1029
135,127,170,harmonico,1029
90,90,80,harmonico,1030
84,95,73,harmonico,1030
89,91,67,harmonico,1030
119,7,6,harmonico,1031
122,8,13,harmonico,1031
135,1,-14,harmonico,1031
71,143,144,harmonico,1032
63,133,153,harmonico,1032
54,141,139,harmonico,1032
122,122,138,harmonico,1033
124,120,144,harmonico,1033
105,120,133,harmonico,1033
95,11,199,harmonico,1034
96,12,189,harmonico,1034
76,15,182,harmonico,1034
255,198,81,harmonico,1035
255,204,89,harmonico,1035
239,209,83,harmonico,1035
187,68,80,harmonico,1036
189,63,71,harmonico,1036
207,66,91,harmonico,1036
223,136,194,harmonico,1037
224,143,202,harmonico,1037
239,137,196,harmonico,1037
247,148,103,harmonico,1038
237,154,100,harmonico,1038
227,160,103,harmonico,1038
4,212,176,harmonico,1039
3,204,169,harmonico,1039
22,207,190,harmonico,1039
53,202,232,harmonico,1040
59,195,224,harmonico,1040
38,207,226,harmonico,1040
188,238,118,harmonico,1041
182,234,122,harmonico,1041
196,222,113,harmonico,1041
51,99,12,harmonico,1042
58,107,2,harmonico,1042
41,104,24,harmonico,1042
102,121,88,harmonico,1043
93,113,94,harmonico,1043
109,126,100,harmonico,1043
49,13,70,harmonico,1044
51,11,64,harmonico,1044
56,6,71,harmonico,1044
174,172,31,harmonico,1045
164,167,33,harmonico,1045
176,161,17,harmonico,1045
68,134,217,harmonico,1046
62,131,213,harmonico,1046
84,120,209,harmonico,1046
244,118,59,harmonico,1047
252,119,60,harmonico,1047
230,136,59,harmonico,1047
20,214,52,harmonico,1048
13,221,60,harmonico,1048
33,211,59,harmonico,1048
210,190,78,harmonico,1049
204,193,79,harmonico,1049
222,194,96,harmonico,1049
225,242,181,harmonico,1050
230,234,172,harmonico,1050
242,242,188,harmonico,1050
36,0,25,harmonico,1051
28,0,21,harmonico,1051
38,13,13,harmonico,1051
236,16,28,harmonico,1052
246,15,23,harmonico,1052
239,15,41,harmonico,1052
58,79,235,harmonico,1053
49,74,233,harmonico,1053
55,67,217,harmonico,1053
174,104,64,harmonico,1054
168,95,64,harmonico,1054
187,97,79,harmonico,1054
136,158,192,harmonico,1055
138,155,201,harmonico,1055
136,151,206,harmonico,1055
82,210,115,harmonico,1056
82,201,109,harmonico,1056
79,194,95,harmonico,1056
23,65,150,harmonico,1057
14,56,154,harmonico,1057
21,67,157,harmonico,1057
81,88,247,harmonico,1058
72,97,251,harmonico,1058
72,69,251,harmonico,1058
197,80,121,harmonico,1059
189,84,121,harmonico,1059
199,82,112,harmonico,1059
33,197,182,harmonico,1060
24,204,182,harmonico,1060
27,214,201,harmonico,1060
112,28,31,harmonico,1061
110,21,28,harmonico,1061
110,40,26,harmonico,1061
190,22,45,harmonico,1062
192,17,51,harmonico,1062
179,17,46,harmonico,1062
5,41,59,harmonico,1063
-1,50,62,harmonico,1063
19,53,60,harmonico,1063
223,132,219,harmonico,1064
220,126,219,harmonico,1064
222,126,211,harmonico,1064
181,85,40,harmonico,1065
180,93,49,harmonico,1065
180,88,24,harmonico,1065
153,47,202,harmonico,1066
150,47,211,harmonico,1066
147,58,187,harmonico,1066
231,38,53,harmonico,1067
225,45,55,harmonico,1067
222,23,47,harmonico,1067
79,125,53,harmonico,1068
73,119,53,harmonico,1068
77,128,42,harmonico,1068
6,159,211,harmonico,1069
15,151,215,harmonico,1069
19,160,205,harmonico,1069
156,132,64,harmonico,1070
152,138,64,harmonico,1070
168,139,56,harmonico,1070
14,6,142,harmonico,1071
7,16,133,harmonico,1071
5,11,141,harmonico,1071
208,53,231,harmonico,1072
204,47,238,harmonico,1072
190,51,230,harmonico,1072
165,67,50,harmonico,1073
167,69,44,harmonico,1073
149,86,61,harmonico,1073
159,132,182,harmonico,1074
155,140,176,harmonico,1074
144,146,171,harmonico,1074
162,2,189,harmonico,1075
166,6,188,harmonico,1075
182,6,187,harmonico,1075
6,79,228,harmonico,1076
4,70,233,harmonico,1076
-12,79,233,harmonico,1076
22,99,214,harmonico,1077
14,107,205,harmonico,1077
3,84,228,harmonico,1077
25,118,104,harmonico,1078
19,109,98,harmonico,1078
29,133,93,harmonico,1078
94,37,151,harmonico,1079
93,29,143,harmonico,1079
94,36,162,harmonico,1079
80,168,209,harmonico,1080
72,162,205,harmonico,1080
65,159,198,harmonico,1080
139,166,234,harmonico,1081
134,159,243,harmonico,1081
139,150,238,harmonico,1081
99,100,173,harmonico,1082
105,107,183,harmonico,1082
83,107,179,harmonico,1082
108,99,229,harmonico,1083
102,106,237,harmonico,1083
101,117,232,harmonico,1083
88,154,19,harmonico,1084
82,153,16,harmonico,1084
79,172,25,harmonico,1084
118,4,55,harmonico,1085
115,6,65,harmonico,1085
132,-3,60,harmonico,1085
177,130,194,harmonico,1086
180,132,197,harmonico,1086
157,116,177,harmonico,1086
216,241,19,harmonico,1087
223,249,22,harmonico,1087
196,255,38,harmonico,1087
53,77,80,harmonico,1088
60,76,88,harmonico,1088
44,72,73,harmonico,1088
15,138,181,harmonico,1089
15,129,191,harmonico,1089
24,152,185,harmonico,1089
174,171,225,harmonico,1090
176,168,217,harmonico,1090
154,160,211,harmonico,1090
26,237,132,harmonico,1091
29,246,142,harmonico,1091
10,231,125,harmonico,1091
1,86,91,harmonico,1092
8,95,93,harmonico,1092
-18,80,83,harmonico,1092
35,174,34,harmonico,1093
42,179,44,harmonico,1093
30,171,39,harmonico,1093
79,85,89,harmonico,1094
69,95,87,harmonico,1094
71,74,99,harmonico,1094
222,169,174,harmonico,1095
219,179,180,harmonico,1095
224,187,162,harmonico,1095
244,255,210,harmonico,1096
234,254,205,harmonico,1096
230,255,200,harmonico,1096
36,58,213,harmonico,1097
40,60,207,harmonico,1097
21,54,201,harmonico,1097
209,83,190,harmonico,1098
218,90,199,harmonico,1098
211,86,174,harmonico,1098
28,223,28,harmonico,1099
38,219,23,harmonico,1099
24,217,21,harmonico,1099
115,38,178,harmonico,1100
111,31,187,harmonico,1100
120,46,167,harmonico,1100
18,32,28,harmonico,1101
18,22,26,harmonico,1101
36,22,14,harmonico,1101
247,188,42,harmonico,1102
239,179,38,harmonico,1102
255,192,32,harmonico,1102
120,69,230,harmonico,1103
118,74,233,harmonico,1103
124,56,244,harmonico,1103
156,53,169,harmonico,1104
162,57,179,harmonico,1104
148,72,166,harmonico,1104
3,44,70,harmonico,1105
-1,49,75,harmonico,1105
-13,53,54,harmonico,1105
73,168,114,harmonico,1106
82,166,124,harmonico,1106
71,155,126,harmonico,1106
132,136,234,harmonico,1107
140,142,240,harmonico,1107
113,141,242,harmonico,1107
81,22,97,harmonico,1108
71,29,90,harmonico,1108
72,12,80,harmonico,1108
212,180,134,harmonico,1109
209,175,124,harmonico,1109
202,173,149,harmonico,1109
34,68,115,harmonico,1110
40,78,108,harmonico,1110
36,50,125,harmonico,1110
246,57,157,harmonico,1111
241,65,159,harmonico,1111
255,68,154,harmonico,1111
192,240,247,harmonico,1112
189,234,252,harmonico,1112
199,221,236,harmonico,1112
220,182,14,harmonico,1113
214,179,5,harmonico,1113
206,192,33,harmonico,1113
254,239,103,harmonico,1114
253,230,98,harmonico,1114
250,254,92,harmonico,1114
13,114,224,harmonico,1115
17,106,216,harmonico,1115
30,97,216,harmonico,1115
32,252,108,harmonico,1116
38,253,107,harmonico,1116
22,250,105,harmonico,1116
104,127,113,harmonico,1117
105,130,107,harmonico,1117
106,110,102,harmonico,1117
233,1,191,harmonico,1118
240,-4,201,harmonico,1118
238,7,173,harmonico,1118
239,122,34,harmonico,1119
241,129,28,harmonico,1119
240,133,17,harmonico,1119
141,202,155,harmonico,1120
142,199,162,harmonico,1120
121,222,160,harmonico,1120
110,71,23,harmonico,1121
112,70,24,harmonico,1121
98,71,37,harmonico,1121
67,157,74,harmonico,1122
70,153,78,harmonico,1122
58,154,54,harmonico,1122
176,42,104,harmonico,1123
167,41,112,harmonico,1123
189,30,87,harmonico,1123
52,68,125,harmonico,1124
62,72,120,harmonico,1124
60,54,142,harmonico,1124
180,61,52,harmonico,1125
183,62,60,harmonico,1125
196,67,51,harmonico,1125
109,170,201,harmonico,1126
111,168,210,harmonico,1126
100,182,202,harmonico,1126
55,171,0,harmonico,1127
48,173,3,harmonico,1127
50,189,-6,harmonico,1127
136,233,137,harmonico,1128
126,240,140,harmonico,1128
128,248,132,harmonico,1128
71,28,166,harmonico,1129
67,23,164,harmonico,1129
72,38,185,harmonico,1129
179,55,68,harmonico,1130
183,48,63,harmonico,1130
173,38,69,harmonico,1130
157,64,235,harmonico,1131
153,63,233,harmonico,1131
165,64,234,harmonico,1131
29,150,96,harmonico,1132
26,150,106,harmonico,1132
21,151,96,harmonico,1132
59,104,213,harmonico,1133
64,108,217,harmonico,1133
45,86,212,harmonico,1133
202,86,35,harmonico,1134
197,88,36,harmonico,1134
198,104,28,harmonico,1134
167,24,200,harmonico,1135
164,20,210,harmonico,1135
184,19,219,harmonico,1135
65,71,91,harmonico,1136
56,70,82,harmonico,1136
79,87,103,harmonico,1136
242,92,96,harmonico,1137
240,101,94,harmonico,1137
230,100,111,harmonico,1137
207,72,49,harmonico,1138
209,82,52,harmonico,1138
190,89,52,harmonico,1138
33,174,21,harmonico,1139
28,171,27,harmonico,1139
46,180,12,harmonico,1139
190,16,76,harmonico,1140
187,23,82,harmonico,1140
198,30,65,harmonico,1140
190,112,151,harmonico,1141
200,119,144,harmonico,1141
179,115,162,harmonico,1141
166,17,115,harmonico,1142
173,22,121,harmonico,1142
161,-3,118,harmonico,1142
91,181,72,harmonico,1143
96,174,81,harmonico,1143
87,201,57,harmonico,1143
124,70,110,harmonico,1144
121,74,111,harmonico,1144
129,80,101,harmonico,1144
217,181,153,harmonico,1145
216,184,162,harmonico,1145
225,184,133,harmonico,1145
192,186,141,harmonico,1146
199,184,137,harmonico,1146
196,167,125,harmonico,1146
204,71,171,harmonico,1147
211,61,181,harmonico,1147
194,90,159,harmonico,1147
224,204,82,harmonico,1148
216,198,92,harmonico,1148
212,214,94,harmonico,1148
169,98,145,harmonico,1149
168,106,149,harmonico,1149
180,95,130,harmonico,1149
203,107,89,harmonico,1150
205,113,96,harmonico,1150
193,93,104,harmonico,1150
38,223,0,harmonico,1151
41,217,3,harmonico,1151
58,218,17,harmonico,1151
43,154,169,harmonico,1152
46,148,173,harmonico,1152
61,148,177,harmonico,1152
146,163,221,harmonico,1153
144,172,217,harmonico,1153
143,153,206,harmonico,1153
35,255,206,harmonico,1154
25,255,203,harmonico,1154
22,255,225,harmonico,1154
136,175,48,harmonico,1155
144,170,58,harmonico,1155
138,157,39,harmonico,1155
202,122,251,harmonico,1156
202,115,247,harmonico,1156
186,123,251,harmonico,1156
128,51,32,harmonico,1157
120,47,27,harmonico,1157
122,45,25,harmonico,1157
234,9,125,harmonico,1158
232,19,134,harmonico,1158
254,-10,120,harmonico,1158
51,136,250,harmonico,1159
60,146,255,harmonico,1159
36,140,252,harmonico,1159
229,174,119,harmonico,1160
230,171,115,harmonico,1160
224,163,138,harmonico,1160
161,69,69,harmonico,1161
151,74,70,harmonico,1161
157,78,56,harmonico,1161
193,127,243,harmonico,1162
195,121,244,harmonico,1162
201,127,240,harmonico,1162
15,52,234,harmonico,1163
22,43,236,harmonico,1163
24,66,241,harmonico,1163
105,49,163,harmonico,1164
115,52,172,harmonico,1164
92,63,154,harmonico,1164
148,167,77,harmonico,1165
157,159,77,harmonico,1165
142,150,96,harmonico,1165
162,215,45,harmonico,1166
154,218,44,harmonico,1166
167,206,62,harmonico,1166
121,132,239,harmonico,1167
124,128,237,harmonico,1167
122,123,255,harmonico,1167
187,216,177,harmonico,1168
197,209,173,harmonico,1168
170,224,184,harmonico,1168
228,99,221,harmonico,1169
224,95,231,harmonico,1169
246,109,216,harmonico,1169
94,142,56,harmonico,1170
88,139,65,harmonico,1170
110,126,71,harmonico,1170
157,128,113,harmonico,1171
166,123,120,harmonico,1171
146,144,131,harmonico,1171
178,67,152,harmonico,1172
185,60,152,harmonico,1172
170,55,159,harmonico,1172
104,137,3,harmonico,1173
105,130,11,harmonico,1173
102,148,-10,harmonico,1173
54,10,185,harmonico,1174
63,20,177,harmonico,1174
38,-5,185,harmonico,1174
141,240,233,harmonico,1175
132,231,235,harmonico,1175
153,240,223,harmonico,1175
112,178,226,harmonico,1176
111,183,219,harmonico,1176
98,171,224,harmonico,1176
125,127,183,harmonico,1177
123,124,184,harmonico,1177
117,117,175,harmonico,1177
157,57,202,harmonico,1178
148,60,206,harmonico,1178
142,48,208,harmonico,1178
23,224,200,harmonico,1179
33,225,202,harmonico,1179
20,213,207,harmonico,1179
119,144,233,harmonico,1180
121,134,240,harmonico,1180
128,154,243,harmonico,1180
94,214,165,harmonico,1181
104,222,170,harmonico,1181
94,210,184,harmonico,1181
242,46,15,harmonico,1182
248,38,17,harmonico,1182
250,61,5,harmonico,1182
229,45,200,harmonico,1183
232,40,196,harmonico,1183
242,45,182,harmonico,1183
251,189,40,harmonico,1184
255,189,33,harmonico,1184
245,209,49,harmonico,1184
111,235,186,harmonico,1185
108,233,196,harmonico,1185
93,215,184,harmonico,1185
14,14,50,harmonico,1186
6,5,60,harmonico,1186
32,34,70,harmonico,1186
241,24,213,harmonico,1187
234,20,212,harmonico,1187
246,8,227,harmonico,1187
210,35,147,harmonico,1188
208,31,147,harmonico,1188
214,26,144,harmonico,1188
129,113,17,harmonico,1189
125,113,11,harmonico,1189
142,110,12,harmonico,1189
74,152,104,harmonico,1190
80,142,96,harmonico,1190
77,145,94,harmonico,1190
93,39,71,harmonico,1191
93,40,62,harmonico,1191
97,46,89,harmonico,1191
243,151,97,harmonico,1192
236,149,100,harmonico,1192
255,163,104,harmonico,1192
39,54,140,harmonico,1193
38,47,137,harmonico,1193
31,38,138,harmonico,1193
148,96,192,harmonico,1194
153,92,189,harmonico,1194
160,81,211,harmonico,1194
130,246,90,harmonico,1195
124,245,90,harmonico,1195
128,236,76,harmonico,1195
92,26,196,harmonico,1196
94,31,188,harmonico,1196
97,13,193,harmonico,1196
1,183,137,harmonico,1197
7,179,139,harmonico,1197
20,179,128,harmonico,1197
242,187,202,harmonico,1198
251,181,210,harmonico,1198
228,184,215,harmonico,1198
104,44,99,harmonico,1199
107,39,96,harmonico,1199
97,59,100,harmonico,1199
105,88,182,harmonico,1200
115,79,191,harmonico,1200
123,75,162,harmonico,1200
57,3,65,harmonico,1201
67,6,56,harmonico,1201
53,8,45,harmonico,1201
122,112,89,harmonico,1202
126,105,87,harmonico,1202
113,113,97,harmonico,1202
232,143,205,harmonico,1203
222,148,202,harmonico,1203
244,154,207,harmonico,1203
212,168,20,harmonico,1204
217,168,22,harmonico,1204
225,182,15,harmonico,1204
113,230,188,harmonico,1205
120,232,193,harmonico,1205
129,239,192,harmonico,1205
185,142,103,harmonico,1206
175,133,112,harmonico,1206
182,158,91,harmonico,1206
232,179,161,harmonico,1207
234,177,160,harmonico,1207
214,189,176,harmonico,1207
246,4,136,harmonico,1208
255,1,131,harmonico,1208
254,19,129,harmonico,1208
139,243,57,harmonico,1209
145,243,52,harmonico,1209
151,255,46,harmonico,1209
133,157,39,harmonico,1210
137,160,43,harmonico,1210
147,139,21,harmonico,1210
217,247,228,harmonico,1211
224,250,225,harmonico,1211
198,255,217,harmonico,1211
104,35,187,harmonico,1212
97,36,189,harmonico,1212
124,53,171,harmonico,1212
87,245,144,harmonico,1213
80,253,145,harmonico,1213
104,244,132,harmonico,1213
21,105,246,harmonico,1214
13,97,243,harmonico,1214
13,107,240,harmonico,1214
44,214,174,harmonico,1215
44,212,177,harmonico,1215
53,217,166,harmonico,1215
178,37,49,harmonico,1216
172,46,51,harmonico,1216
177,42,34,harmonico,1216
171,13,155,harmonico,1217
173,23,157,harmonico,1217
173,-3,146,harmonico,1217
188,69,149,harmonico,1218
197,63,140,harmonico,1218
198,57,169,harmonico,1218
199,38,44,harmonico,1219
198,36,46,harmonico,1219
200,31,36,harmonico,1219
56,117,181,harmonico,1220
53,120,174,harmonico,1220
76,115,171,harmonico,1220
168,104,153,harmonico,1221
165,113,148,harmonico,1221
156,105,172,harmonico,1221
121,118,177,harmonico,1222
118,114,176,harmonico,1222
122,108,183,harmonico,1222
6,214,62,harmonico,1223
-3,205,55,harmonico,1223
-14,222,52,harmonico,1223
89,40,186,harmonico,1224
87,43,177,harmonico,1224
71,45,196,harmonico,1224
57,121,167,harmonico,1225
63,111,160,harmonico,1225
46,102,186,harmonico,1225
67,133,228,harmonico,1226
75,127,219,harmonico,1226
63,129,237,harmonico,1226
106,161,41,harmonico,1227
108,154,50,harmonico,1227
105,159,33,harmonico,1227
117,179,201,harmonico,1228
120,189,207,harmonico,1228
108,197,202,harmonico,1228
255,98,88,harmonico,1229
255,106,79,harmonico,1229
255,80,84,harmonico,1229
200,141,110,harmonico,1230
207,145,120,harmonico,1230
206,141,111,harmonico,1230
111,73,178,harmonico,1231
110,83,178,harmonico,1231
107,57,184,harmonico,1231
173,142,80,harmonico,1232
180,142,84,harmonico,1232
187,134,81,harmonico,1232
220,170,237,harmonico,1233
215,172,227,harmonico,1233
214,189,254,harmonico,1233
102,55,103,harmonico,1234
109,52,106,harmonico,1234
93,38,94,harmonico,1234
160,81,177,harmonico,1235
169,79,187,harmonico,1235
154,100,160,harmonico,1235
190,64,155,harmonico,1236
191,58,163,harmonico,1236
192,45,164,harmonico,1236
185,4,224,harmonico,1237
194,-4,216,harmonico,1237
189,-8,212,harmonico,1237
236,120,147,harmonico,1238
243,123,143,harmonico,1238
240,105,161,harmonico,1238
39,202,175,harmonico,1239
34,210,167,harmonico,1239
37,221,175,harmonico,1239
19,223,73,harmonico,1240
24,223,71,harmonico,1240
32,239,85,harmonico,1240
77,115,191,harmonico,1241
85,106,192,harmonico,1241
67,127,194,harmonico,1241
242,173,225,harmonico,1242
239,165,228,harmonico,1242
234,170,232,harmonico,1242
37,63,107,harmonico,1243
33,54,97,harmonico,1243
31,74,119,harmonico,1243
236,122,39,harmonico,1244
231,113,49,harmonico,1244
225,124,48,harmonico,1244
69,2,75,harmonico,1245
66,3,76,harmonico,1245
69,-14,75,harmonico,1245
112,254,216,harmonico,1246
103,244,220,harmonico,1246
112,255,201,harmonico,1246
160,125,87,harmonico,1247
167,131,96,harmonico,1247
169,128,69,harmonico,1247
247,145,134,harmonico,1248
243,148,138,harmonico,1248
255,142,134,harmonico,1248
154,156,73,harmonico,1249
152,158,80,harmonico,1249
142,173,73,harmonico,1249
129,104,10,harmonico,1250
128,102,18,harmonico,1250
136,106,6,harmonico,1250
2,212,240,harmonico,1251
-6,208,250,harmonico,1251
11,204,255,harmonico,1251
167,202,143,harmonico,1252
176,206,148,harmonico,1252
161,192,153,harmonico,1252
176,71,223,harmonico,1253
183,61,233,harmonico,1253
192,80,206,harmonico,1253
193,138,255,harmonico,1254
202,130,252,harmonico,1254
205,147,248,harmonico,1254
25,157,9,harmonico,1255
15,155,-1,harmonico,1255
27,175,-7,harmonico,1255
53,3,100,harmonico,1256
59,9,110,harmonico,1256
45,23,84,harmonico,1256
1,209,192,harmonico,1257
-1,203,195,harmonico,1257
-18,216,200,harmonico,1257
14,211,4,harmonico,1258
15,204,8,harmonico,1258
12,199,10,harmonico,1258
91,92,132,harmonico,1259
83,83,135,harmonico,1259
91,87,149,harmonico,1259
19,36,210,harmonico,1260
14,42,205,harmonico,1260
14,47,205,harmonico,1260
186,242,142,harmonico,1261
192,233,136,harmonico,1261
168,255,157,harmonico,1261
201,230,70,harmonico,1262
209,240,66,harmonico,1262
216,214,76,harmonico,1262
64,254,28,harmonico,1263
56,254,30,harmonico,1263
71,255,35,harmonico,1263
16,79,167,harmonico,1264
21,81,175,harmonico,1264
11,68,159,harmonico,1264
177,31,59,harmonico,1265
187,36,57,harmonico,1265
160,24,63,harmonico,1265
209,168,214,harmonico,1266
204,166,220,harmonico,1266
219,181,222,harmonico,1266
225,235,202,harmonico,1267
220,234,200,harmonico,1267
209,234,186,harmonico,1267
64,9,230,harmonico,1268
61,16,229,harmonico,1268
58,20,243,harmonico,1268
123,193,231,harmonico,1269
113,196,223,harmonico,1269
107,174,229,harmonico,1269
129,99,144,harmonico,1270
137,90,154,harmonico,1270
133,93,163,harmonico,1270
40,107,53,harmonico,1271
42,110,63,harmonico,1271
37,91,45,harmonico,1271
113,235,17,harmonico,1272
116,228,26,harmonico,1272
99,234,20,harmonico,1272
62,40,192,harmonico,1273
65,36,188,harmonico,1273
49,25,196,harmonico,1273
227,197,40,harmonico,1274
224,203,31,harmonico,1274
233,211,24,harmonico,1274
198,105,237,harmonico,1275
190,96,229,harmonico,1275
189,93,236,harmonico,1275
104,229,206,harmonico,1276
104,234,209,harmonico,1276
111,232,191,harmonico,1276
37,218,3,harmonico,1277
41,227,1,harmonico,1277
19,229,0,harmonico,1277
9,154,231,harmonico,1278
-1,160,230,harmonico,1278
-2,164,221,harmonico,1278
216,9,52,harmonico,1279
218,13,45,harmonico,1279
202,-8,34,harmonico,1279
45,198,199,harmonico,1280
55,208,195,harmonico,1280
46,191,200,harmonico,1280
92,54,230,harmonico,1281
95,57,234,harmonico,1281
80,46,220,harmonico,1281
101,82,193,harmonico,1282
92,92,187,harmonico,1282
110,93,211,harmonico,1282
33,254,166,harmonico,1283
23,251,160,harmonico,1283
26,255,170,harmonico,1283
146,48,111,harmonico,1284
141,40,101,harmonico,1284
138,62,91,harmonico,1284
50,80,131,harmonico,1285
43,86,122,harmonico,1285
36,82,151,harmonico,1285
230,139,106,harmonico,1286
231,146,96,harmonico,1286
212,130,124,harmonico,1286
84,59,25,harmonico,1287
92,68,15,harmonico,1287
72,39,25,harmonico,1287
38,245,212,harmonico,1288
42,249,222,harmonico,1288
21,230,224,harmonico,1288
128,49,63,harmonico,1289
135,45,54,harmonico,1289
114,48,49,harmonico,1289
172,102,73,harmonico,1290
171,107,78,harmonico,1290
183,109,84,harmonico,1290
219,204,206,harmonico,1291
213,214,200,harmonico,1291
218,217,199,harmonico,1291
180,197,157,harmonico,1292
190,197,159,harmonico,1292
193,198,146,harmonico,1292
71,142,56,harmonico,1293
70,151,46,harmonico,1293
70,129,62,harmonico,1293
27,7,156,harmonico,1294
32,15,157,harmonico,1294
28,9,169,harmonico,1294
22,32,228,harmonico,1295
28,38,238,harmonico,1295
36,19,222,harmonico,1295
5,191,196,harmonico,1296
7,185,187,harmonico,1296
7,174,215,harmonico,1296
158,160,124,harmonico,1297
160,166,127,harmonico,1297
155,160,130,harmonico,1297
30,117,165,harmonico,1298
24,121,159,harmonico,1298
10,136,149,harmonico,1298
140,32,64,harmonico,1299
143,27,59,harmonico,1299
151,27,77,harmonico,1299
212,90,63,harmonico,1300
215,83,54,harmonico,1300
193,106,44,harmonico,1300
95,20,68,harmonico,1301
92,16,61,harmonico,1301
90,36,52,harmonico,1301
61,62,252,harmonico,1302
71,57,250,harmonico,1302
66,61,245,harmonico,1302
124,75,104,harmonico,1303
132,72,98,harmonico,1303
125,83,117,harmonico,1303
254,228,157,harmonico,1304
248,228,157,harmonico,1304
249,236,160,harmonico,1304
97,184,151,harmonico,1305
88,188,152,harmonico,1305
84,183,136,harmonico,1305
50,32,4,harmonico,1306
46,24,-6,harmonico,1306
62,32,-12,harmonico,1306
97,153,147,harmonico,1307
103,157,156,harmonico,1307
91,149,137,harmonico,1307
145,215,28,harmonico,1308
146,220,18,harmonico,1308
140,214,10,harmonico,1308
162,19,5,harmonico,1309
172,22,3,harmonico,1309
154,-1,21,harmonico,1309
180,19,80,harmonico,1310
188,18,72,harmonico,1310
192,14,71,harmonico,1310
104,74,218,harmonico,1311
105,72,211,harmonico,1311
114,64,233,harmonico,1311
127,56,119,harmonico,1312
129,59,125,harmonico,1312
128,76,119,harmonico,1312
129,118,19,harmonico,1313
132,122,21,harmonico,1313
133,128,14,harmonico,1313
98,72,82,harmonico,1314
96,78,88,harmonico,1314
98,66,79,harmonico,1314
0,106,71,harmonico,1315
7,115,79,harmonico,1315
